	23.0
enviously	1.0
equipment	3.0
er	18.0
erised	7.0
erm	1.0
erupted	2.0
escalator	2.0
escape	3.0
escaping	2.0
especially	3.0
eve	1.0
even	105.0
evening	14.0
evenings	1.0
events	3.0
ever	58.0
every	54.0
everybody	6.0
everyone	55.0
everyoned	1.0
everyones	4.0
everythin	3.0
everything	30.0
everywhere	6.0
evil	7.0
exact	1.0
exactly	22.0
exam	6.0
examine	2.0
examined	3.0
examining	1.0
exams	9.0
exasperated	1.0
exasperation	1.0
excellent	7.0
except	24.0
exchange	1.0
exchanged	1.0
excited	4.0
excitedly	6.0
excitement	5.0
exciting	2.0
excuse	8.0
excuses	1.0
exercise	2.0
exhausted	1.0
existed	1.0
existence	1.0
exits	1.0
expect	13.0
expected	12.0
expecting	2.0
expects	1.0
expelled	13.0
experience	1.0
experts	1.0
explain	12.0
explained	5.0
explaining	3.0
explode	1.0
exploded	5.0
exploding	1.0
explosion	1.0
express	2.0
expression	2.0
extra	6.0
extraordinary	2.0
extremely	4.0
eye	12.0
eyebrows	4.0
eyed	3.0
eyeglasses	1.0
eyes	105.0
f	2.0
fabulous	1.0
face	88.0
facedown	2.0
faces	13.0
facetoface	2.0
facing	9.0
fact	15.0
fade	1.0
faded	8.0
fading	2.0
fail	2.0
failed	3.0
faint	5.0
faintest	2.0
faintly	2.0
fair	4.0
faithful	1.0
faithfully	1.0
fall	11.0
fallen	6.0
falling	2.0
faltered	1.0
fame	2.0
familiar	1.0
families	11.0
family	27.0
familys	2.0
famous	24.0
fan	1.0
fanatic	1.0
fancy	1.0
fang	16.0
fangll	1.0
fangs	6.0
fantastic	2.0
far	22.0
farther	1.0
fascinated	1.0
fascinating	1.0
fashion	2.0
fast	20.0
fasten	1.0
fastened	1.0
fastenings	1.0
faster	5.0
fastest	2.0
fat	21.0
fateful	1.0
father	28.0
fatherd	1.0
fathers	7.0
fattenin	1.0
fault	4.0
favor	1.0
favored	3.0
favorite	6.0
favors	2.0
fear	10.0
feared	2.0
feast	7.0
feasts	2.0
feather	7.0
feathers	5.0
fed	2.0
feeble	2.0
feed	2.0
feel	20.0
feeling	25.0
feelings	2.0
feels	1.0
feet	52.0
fell	46.0
felt	49.0
fences	1.0
fer	29.0
ferociously	1.0
festoons	1.0
fetch	1.0
fetchin	1.0
feverishly	1.0
few	55.0
fewer	2.0
fiddling	1.0
fidgeted	1.0
fie	1.0
field	17.0
fields	3.0
fierce	4.0
fiercely	2.0
fifteen	3.0
fifthyear	1.0
fifty	13.0
fiftyeight	1.0
fiftyfoot	1.0
fiftypence	1.0
fiftytwo	1.0
figg	5.0
figgs	3.0
fight	9.0
fighting	6.0
figure	7.0
figures	2.0
filch	47.0
filchs	5.0
fill	1.0
filled	7.0
filling	1.0
filthy	1.0
finally	23.0
finchfletchley	1.0
find	54.0
finding	7.0
finds	4.0
fine	7.0
finer	2.0
finest	1.0
finger	3.0
fingers	14.0
fingertips	1.0
finish	4.0
finished	13.0
finishing	1.0
finnigan	7.0
fir	1.0
fire	37.0
firecracker	1.0
firecrackers	1.0
firelight	1.0
firenze	18.0
firenzes	1.0
fireplace	4.0
fires	2.0
firework	1.0
fireworks	1.0
firm	2.0
firmly	3.0
firs	6.0
first	111.0
firstever	1.0
firsthand	1.0
firsties	2.0
firstyear	3.0
fishy	1.0
fist	3.0
fists	3.0
fit	3.0
fitch	2.0
fitted	4.0
five	32.0
fix	1.0
fixed	6.0
fixedly	1.0
fixing	1.0
flagged	1.0
flailed	1.0
flailing	1.0
flame	1.0
flamel	25.0
flamels	3.0
flames	6.0
flaming	4.0
flanked	1.0
flanks	1.0
flap	1.0
flared	2.0
flash	7.0
flashed	4.0
flashing	1.0
flashy	1.0
flat	10.0
flatly	2.0
flatten	2.0
flattened	2.0
flatter	1.0
flattering	1.0
flavor	9.0
fleet	3.0
flew	14.0
flexible	1.0
flick	4.0
flicked	3.0
flickered	2.0
flickering	3.0
flicking	1.0
flies	1.0
flight	2.0
flimsy	1.0
flinched	1.0
fling	1.0
flinging	1.0
flint	14.0
flipped	2.0
flitted	2.0
flitting	1.0
flitwick	20.0
flitwicles	1.0
floated	2.0
floating	6.0
flock	1.0
flocking	1.0
flocks	1.0
flooded	4.0
flooding	1.0
floor	49.0
floors	4.0
flop	1.0
flopped	3.0
flourish	1.0
flow	1.0
flowered	1.0
flowing	1.0
fluff	1.0
fluffy	26.0
fluffys	1.0
fluid	1.0
flump	1.0
flung	2.0
flushed	4.0
flute	6.0
flutter	3.0
fluttered	4.0
fluttering	4.0
fly	9.0
flyin	1.0
flying	15.0
foghorn	1.0
folded	3.0
folds	1.0
folk	4.0
folks	1.0
follow	18.0
followed	20.0
followers	2.0
following	9.0
follows	2.0
fond	2.0
fondly	1.0
food	10.0
foodll	1.0
fool	5.0
foolish	4.0
foot	11.0
football	1.0
footfalls	1.0
footsteps	9.0
footstool	2.0
for	369.0
forbid	3.0
forbidden	8.0
force	8.0
forced	5.0
forces	1.0
forcing	1.0
forecast	1.0
forehead	12.0
foreheads	1.0
forest	35.0
forests	2.0
foretold	1.0
forever	5.0
forevermore	1.0
forge	1.0
forget	20.0
forgetfulness	1.0
forgetmenot	1.0
forgets	1.0
forgettin	1.0
forgetting	1.0
forgive	5.0
forgot	1.0
forgotten	17.0
foribidden	1.0
fork	3.0
form	2.0
fortunately	1.0
fortune	2.0
fortunetelling	1.0
forty	1.0
fortytwo	1.0
forward	34.0
fought	3.0
foul	4.0
fouled	1.0
fouls	1.0
found	69.0
four	32.0
fourlegged	1.0
fourposter	1.0
fourposters	1.0
fours	2.0
fourteen	2.0
fourth	3.0
frame	3.0
frantic	1.0
frantically	4.0
frayed	1.0
freak	1.0
freckles	4.0
fred	34.0
free	14.0
freed	1.0
freedom	1.0
freeze	1.0
freezing	3.0
fret	1.0
friar	4.0
friday	4.0
fried	1.0
friend	11.0
friendly	5.0
friends	15.0
friendship	1.0
fries	1.0
fright	1.0
frighten	1.0
frightened	5.0
frightenin	1.0
frightening	3.0
frog	8.0
frogmarched	1.0
frogs	8.0
from	241.0
front	52.0
frost	1.0
frown	1.0
frowned	1.0
frowning	3.0
froze	1.0
frozen	2.0
fruitcake	1.0
frying	2.0
fudge	4.0
ful	1.0
full	36.0
fuller	1.0
fullgrown	1.0
fullygrown	1.0
fumbling	1.0
fumes	1.0
fuming	1.0
fun	8.0
funeral	1.0
fungi	4.0
funny	27.0
funnylooking	1.0
funnyshaped	1.0
fur	1.0
furious	9.0
furiously	11.0
furling	1.0
furniture	1.0
furor	1.0
further	1.0
fury	2.0
fussing	1.0
future	2.0
g	1.0
gain	1.0
gains	1.0
gales	1.0
galleon	1.0
galleons	4.0
gallery	2.0
galloped	1.0
gallopin	1.0
galloping	2.0
galoshes	1.0
gambled	1.0
game	19.0
gamekeeper	5.0
gamekeepers	1.0
gamekeeping	1.0
games	3.0
gang	5.0
gangling	1.0
gap	2.0
gaped	1.0
gaps	1.0
gar	1.0
garage	1.0
garden	6.0
gardens	1.0
gargoyles	1.0
garlic	2.0
gasp	2.0
gasped	20.0
gasping	2.0
gasps	2.0
gate	1.0
gateway	2.0
gathered	3.0
gathering	2.0
gaunt	1.0
gave	37.0
gawked	1.0
gawking	1.0
gaze	1.0
gazed	1.0
genius	2.0
gentle	1.0
gentlemans	1.0
gently	6.0
george	29.0
georges	1.0
geroff	1.0
get	194.0
gets	9.0
gettin	6.0
getting	32.0
getups	1.0
ggetting	1.0
ggot	1.0
ghost	15.0
ghostie	1.0
ghosts	6.0
ghoulie	1.0
giant	24.0
gibber	1.0
gift	2.0
gigantic	3.0
giggled	1.0
gingerly	1.0
ginny	5.0
girl	10.0
girls	8.0
git	2.0
give	33.0
given	19.0
gives	4.0
giving	9.0
glad	11.0
glance	3.0
glanced	3.0
glancing	4.0
glared	4.0
glaring	3.0
glass	21.0
glasses	15.0
gleamed	1.0
gleaming	3.0
glee	2.0
gleefully	1.0
glided	3.0
glider	1.0
gliding	4.0
glimmered	1.0
glimpse	1.0
glinting	4.0
glistening	1.0
glittered	2.0
glittering	5.0
glitteryblack	1.0
gloatingly	1.0
globes	1.0
gloom	3.0
gloomily	1.0
gloomy	3.0
gloomylooking	1.0
glory	2.0
gloves	2.0
glowed	2.0
glowing	3.0
glue	1.0
glumly	1.0
gnight	1.0
go	134.0
goal	7.0
goat	1.0
goblet	2.0
goblets	1.0
goblin	10.0
goblins	8.0
godrics	1.0
goes	11.0
goggle	1.0
goin	3.0
going	135.0
gold	28.0
golden	9.0
goldenbrown	1.0
golf	2.0
gone	50.0
gonna	4.0
good	81.0
goodbye	6.0
goodfornothing	1.0
goodll	1.0
goodness	4.0
goods	1.0
goodun	1.0
goose	1.0
gordon	1.0
gorgons	1.0
gorilla	1.0
goshawk	1.0
gossiped	1.0
got	198.0
gotta	8.0
gotten	20.0
gown	1.0
goyle	22.0
goyles	2.0
grab	6.0
grabbed	12.0
grade	1.0
grades	1.0
gradually	1.0
gran	5.0
grand	1.0
grandfather	2.0
grandfathers	1.0
grandmother	2.0
granger	23.0
grangers	2.0
granite	1.0
grappling	1.0
grasp	1.0
grasped	1.0
grasping	1.0
grass	8.0
grassy	1.0
grate	2.0
grateful	3.0
gravy	2.0
gray	11.0
grayfaced	1.0
grayish	1.0
greasily	1.0
greasy	2.0
great	72.0
greatest	5.0
greatness	1.0
gred	1.0
greed	2.0
greek	1.0
green	28.0
greener	1.0
greenhouse	1.0
greenhouses	1.0
greeted	1.0
greeting	1.0
gregory	1.0
grew	5.0
grief	1.0
griffin	1.0
grim	1.0
grimly	2.0
grin	6.0
grindelwald	2.0
grinding	1.0
gringotts	28.0
grinned	5.0
grinning	2.0
grip	3.0
griphook	12.0
gripped	3.0
grips	1.0
gritted	1.0
groan	1.0
groaned	5.0
groped	1.0
ground	34.0
grounds	14.0
group	2.0
groups	2.0
grow	2.0
growing	1.0
growled	7.0
growling	1.0
growls	3.0
grown	3.0
grownup	1.0
growyourownwarts	1.0
grubby	3.0
grubbylooking	1.0
grudgingly	1.0
gruffly	3.0
grumbled	1.0
grumpily	2.0
grunnings	2.0
grunnion	1.0
grunt	1.0
grunted	7.0
grunting	1.0
gryffindor	85.0
gryffindors	17.0
guard	7.0
guarded	1.0
guardin	3.0
guarding	14.0
guards	1.0
guess	4.0
guessing	1.0
guide	3.0
guilty	2.0
gulp	2.0
gulped	2.0
gulpin	1.0
gum	1.0
gun	1.0
gym	1.0
h	6.0
ha	3.0
haaa	1.0
haaaaaa	1.0
had	702.0
hadnt	54.0
hag	1.0
hagrid	336.0
hagrids	34.0
hags	1.0
hair	37.0
haircut	2.0
haircuts	1.0
hairs	3.0
hairy	4.0
half	32.0
halfandhalf	1.0
halfheartedly	1.0
halflife	1.0
halfmoon	2.0
halfpast	1.0
halfway	8.0
hall	49.0
halloween	10.0
halt	5.0
ham	2.0
hamburger	4.0
hammer	1.0
hammered	1.0
hammering	2.0
hams	1.0
hand	67.0
handed	7.0
handful	2.0
handing	3.0
handkerchief	5.0
handknitted	1.0
handle	8.0
hands	34.0
handsome	2.0
handy	1.0
hang	10.0
hanger	1.0
hanging	12.0
hangings	2.0
hannah	3.0
happen	11.0
happened	31.0
happening	4.0
happens	5.0
happier	2.0
happiest	1.0
happily	5.0
happiness	1.0
happy	13.0
harbor	2.0
hard	29.0
harder	7.0
hardfaced	1.0
hardly	22.0
harness	1.0
harold	1.0
harp	1.0
harry	1214.0
harrys	113.0
harvey	1.0
has	32.0
hasnt	6.0
hat	40.0
hatched	1.0
hatches	1.0
hatching	2.0
hate	8.0
hated	9.0
hates	2.0
hating	1.0
hatred	1.0
hats	3.0
have	297.0
haven	1.0
havent	21.0
havin	1.0
having	15.0
hawk	2.0
he	1527.0
head	99.0
headed	3.0
headfirst	1.0
heading	1.0
headless	6.0
headlight	1.0
headmaster	4.0
headmistress	2.0
heads	19.0
health	1.0
heap	2.0
heaps	1.0
hear	32.0
heard	75.0
hearing	1.0
heart	25.0
hearts	4.0
heartstring	1.0
heartstrings	1.0
heave	1.0
heaved	2.0
heaven	2.0
heavens	3.0
heavier	2.0
heavily	4.0
heaving	1.0
heavy	12.0
hebridean	1.0
hed	138.0
hedges	1.0
hedwig	13.0
heed	1.0
heel	2.0
heels	1.0
held	22.0
helicopters	1.0
hell	17.0
hello	3.0
helmeted	1.0
help	29.0
helped	5.0
helping	2.0
helplessly	1.0
hem	1.0
hengist	1.0
her	179.0
herbology	5.0
herbs	4.0
here	112.0
heres	2.0
hermione	257.0
hermionell	1.0
hermiones	12.0
hermlone	1.0
hero	2.0
herself	8.0
hes	75.0
hesitated	2.0
hewhomustnotbenamed	1.0
hey	5.0
hi	1.0
hid	2.0
hidden	10.0
hide	6.0
hides	1.0
hiding	7.0
higgs	2.0
high	43.0
higher	7.0
highheeled	1.0
highsecurity	1.0
highway	1.0
hills	1.0
him	501.0
himself	65.0
hind	1.0
hinge	1.0
hinges	1.0
hint	1.0
hired	1.0
his	937.0
hissed	7.0
hissing	4.0
history	7.0
hit	13.0
hitch	1.0
hitting	3.0
hmm	1.0
hmmm	1.0
hoarse	3.0
hobbled	1.0
hobby	1.0
hocus	1.0
hocuspocus	1.0
hoggy	1.0
hogs	1.0
hogwarts	79.0
hoisted	1.0
hold	12.0
holding	26.0
holds	1.0
hole	12.0
holes	1.0
holiday	1.0
holidays	10.0
hollow	1.0
holly	2.0
home	18.0
homemade	1.0
homework	7.0
honest	1.0
honestly	6.0
honor	2.0
hooch	11.0
hoochs	1.0
hood	1.0
hooded	4.0
hoodlums	1.0
hooked	1.0
hooknosed	2.0
hoops	6.0
hooted	2.0
hooting	1.0
hooves	2.0
hop	1.0
hope	22.0
hoped	4.0
hopeful	1.0
hopefully	2.0
hopes	1.0
hoping	11.0
hopped	2.0
horn	1.0
horned	1.0
horns	2.0
horny	1.0
horrible	21.0
horribly	3.0
horrified	2.0
horror	10.0
horrorstruck	1.0
horse	4.0
horses	2.0
hospital	6.0
hot	7.0
hotel	3.0
hotly	1.0
hour	13.0
hourglasses	1.0
hours	9.0
house	77.0
houses	8.0
hovered	2.0
hovering	1.0
how	135.0
howard	1.0
however	21.0
howl	1.0
howled	1.0
howling	7.0
howls	2.0
hows	3.0
huddle	2.0
hufflepuff	18.0
hufflepuffis	1.0
hufflepuffs	3.0
huge	20.0
hugged	3.0
hugging	2.0
hullo	2.0
human	6.0
humans	3.0
humbertos	1.0
humbugs	2.0
hummed	3.0
humming	1.0
humor	1.0
hunched	2.0
hundred	29.0
hundreds	11.0
hung	12.0
hunger	2.0
hungrily	2.0
hungry	6.0
hunt	1.0
hunting	1.0
hurried	14.0
hurriedly	1.0
hurry	12.0
hurrying	6.0
hurt	14.0
hurting	2.0
hurtled	5.0
hurtling	1.0
hurts	1.0
husband	1.0
hush	1.0
hushed	2.0
hushing	1.0
hut	18.0
hutontherock	1.0
hygienic	1.0
i	652.0
ice	9.0
icecold	1.0
icicles	1.0
icing	1.0
ickle	5.0
icy	4.0
id	31.0
idea	20.0
ideas	3.0
identical	1.0
idiot	4.0
idly	1.0
if	245.0
ignore	3.0
ignored	7.0
ignoring	1.0
ii	1.0
ill	49.0
illegal	2.0
im	121.0
image	1.0
imagination	2.0
imagine	6.0
imagined	2.0
imagining	5.0
immediately	4.0
immortal	1.0
impatient	1.0
impatiently	3.0
important	16.0
importantly	2.0
impossible	4.0
imprecise	1.0
impress	1.0
impressed	5.0
impressively	1.0
improve	2.0
improvement	1.0
in	964.0
inch	1.0
inched	1.0
inches	11.0
including	1.0
increases	1.0
incredible	4.0
incredibly	1.0
indeed	10.0
indoors	1.0
infernal	1.0
inferno	1.0
inform	1.0
information	1.0
informed	2.0
infusion	2.0
ing	4.0
ingredients	3.0
injured	1.0
ink	4.0
inky	1.0
innocent	1.0
inscription	1.0
inside	59.0
insides	2.0
insist	1.0
insisted	2.0
insisting	1.0
inspectors	1.0
instant	2.0
instantly	1.0
instead	16.0
instinct	1.0
instructions	1.0
instruments	1.0
insult	1.0
insulted	1.0
insultin	1.0
intently	1.0
inter	2.0
interest	4.0
interested	8.0
interesting	10.0
interestinglooking	1.0
interfere	2.0
interfering	2.0
international	1.0
interrupted	3.0
into	219.0
introduce	2.0
introduced	1.0
invented	2.0
investigations	1.0
invisibility	14.0
invisible	10.0
involved	5.0
ireland	1.0
iron	1.0
irongray	1.0
irritably	3.0
is	175.0
isle	1.0
isnt	22.0
it	1026.0
itd	1.0
itll	7.0
its	235.0
itself	6.0
ive	75.0
ivy	1.0
jabbed	2.0
jacket	3.0
jackets	2.0
jam	3.0
james	5.0
jammed	2.0
jar	2.0
jars	2.0
javelin	1.0
jaws	3.0
jealous	1.0
jealousy	1.0
jeans	1.0
jello	1.0
jellylegs	1.0
jerk	2.0
jerked	10.0
jerking	1.0
jet	3.0
jetblack	1.0
jewelbright	2.0
jewels	1.0
jig	1.0
jigger	1.0
jim	2.0
jinx	1.0
jinxing	1.0
job	9.0
jobs	1.0
jog	2.0
johnson	4.0
join	6.0
joined	10.0
joining	1.0
joke	7.0
jokes	1.0
joking	5.0
jolt	2.0
jordan	10.0
jordans	1.0
jostled	3.0
jot	1.0
journey	3.0
joy	2.0
judge	1.0
judging	1.0
juicy	1.0
july	3.0
jump	9.0
jumped	14.0
jumping	3.0
jumpy	1.0
jupiter	1.0
jus	9.0
just	180.0
justin	1.0
katie	1.0
keen	3.0
keep	56.0
keeper	10.0
keepers	1.0
keeping	10.0
keeps	2.0
kent	2.0
kept	38.0
ketchup	2.0
kettle	3.0
key	12.0
keyhole	3.0
keys	11.0
kick	4.0
kicked	7.0
kicking	1.0
kid	5.0
kidney	1.0
kids	1.0
kill	20.0
killed	14.0
killers	1.0
killin	2.0
killing	2.0
kills	1.0
kind	10.0
kinda	1.0
kindling	1.0
kindly	2.0
kinds	1.0
king	2.0
kings	6.0
kip	1.0
kiss	3.0
kissed	2.0
kissing	1.0
kit	1.0
kitchen	14.0
kitchens	4.0
knack	2.0
knee	4.0
knees	12.0
knew	64.0
knickerbocker	1.0
knickerbockers	2.0
knight	7.0
knights	1.0
knitting	1.0
knobbly	3.0
knock	9.0
knocked	18.0
knocking	8.0
knot	1.0
know	188.0
knowin	4.0
knowing	10.0
knowitall	1.0
knowledge	1.0
known	11.0
knows	21.0
knowwho	2.0
knuckle	1.0
knuckles	2.0
knuts	6.0
lace	1.0
laden	2.0
lady	9.0
ladys	1.0
laid	3.0
lake	6.0
lamb	1.0
lamp	15.0
lamplike	1.0
lamps	1.0
land	2.0
landed	11.0
landing	2.0
lanes	1.0
languages	1.0
lanterns	1.0
lap	4.0
laps	1.0
large	51.0
larger	1.0
largest	1.0
las	3.0
last	82.0
lasted	2.0
lastminute	2.0
late	15.0
lately	3.0
later	43.0
latest	2.0
laugh	6.0
laughed	9.0
laughing	8.0
laughter	6.0
lavender	2.0
law	1.0
lawn	1.0
lawns	1.0
laws	1.0
lay	17.0
lazily	1.0
lead	9.0
leader	1.0
leading	6.0
league	1.0
leaked	1.0
leaking	1.0
leaky	10.0
lean	1.0
leaned	12.0
leaning	5.0
leap	3.0
leaping	1.0
leapt	14.0
learn	15.0
learned	10.0
learning	4.0
least	11.0
leather	3.0
leathercovered	1.0
leave	19.0
leaves	12.0
leaving	12.0
lecture	1.0
lecturin	1.0
led	8.0
ledgers	1.0
lee	10.0
leering	1.0
left	82.0
leg	16.0
legend	1.0
legendary	1.0
legged	1.0
leglocker	2.0
legs	21.0
lemon	7.0
lend	1.0
length	2.0
lent	3.0
less	10.0
lessened	1.0
lesson	7.0
lessons	11.0
let	62.0
lets	11.0
letter	46.0
letters	21.0
letting	2.0
level	3.0
leviosa	4.0
ley	1.0
li	1.0
liar	1.0
librarian	1.0
library	24.0
licking	3.0
licorice	1.0
lid	1.0
lids	1.0
lie	6.0
lied	1.0
lies	5.0
life	38.0
lift	4.0
lifted	2.0
lifting	1.0
light	27.0
lighted	2.0
lighter	2.0
lightest	1.0
lighting	1.0
lightning	6.0
lights	5.0
like	194.0
liked	14.0
likely	1.0
likes	1.0
liking	3.0
lily	7.0
limp	1.0
limped	2.0
limping	1.0
line	12.0
lined	2.0
linen	1.0
lines	5.0
lingered	1.0
lingering	1.0
lining	1.0
lion	3.0
lionfish	1.0
lip	3.0
lips	9.0
liquid	1.0
liquids	1.0
lisa	1.0
list	7.0
listen	17.0
listened	2.0
listening	11.0
lit	8.0
littie	1.0
little	71.0
live	12.0
lived	9.0
liver	2.0
lives	4.0
livid	1.0
living	10.0
livingroom	1.0
lizards	1.0
lo	1.0
load	1.0
loaded	1.0
loads	8.0
loathed	1.0
local	1.0
lock	10.0
locked	10.0
locker	5.0
locomotor	1.0
logic	3.0
london	14.0
lonely	1.0
long	71.0
longbottom	8.0
longbottoms	1.0
longed	1.0
longer	3.0
longestever	1.0
longing	1.0
longingly	1.0
look	126.0
looked	169.0
lookin	4.0
looking	98.0
looks	8.0
loomed	1.0
looming	1.0
looptheloops	1.0
loopy	1.0
loose	1.0
loosening	2.0
lopsided	1.0
lord	4.0
lose	13.0
losing	6.0
loss	1.0
lost	29.0
lot	47.0
lots	8.0
lotta	1.0
loud	14.0
louder	1.0
loudest	2.0
loudly	18.0
love	3.0
loved	2.0
lovely	1.0
lover	1.0
low	14.0
lower	5.0
lowered	3.0
lowhanging	1.0
loyal	1.0
loyalties	1.0
luck	10.0
lucky	17.0
luggage	1.0
lullaby	1.0
lumbered	1.0
luminous	2.0
lump	3.0
lumps	1.0
lumpy	6.0
lunch	3.0
lunchtime	2.0
lunged	1.0
lurch	1.0
lurched	1.0
lurking	6.0
lying	12.0
m	1.0
macdougal	1.0
mad	16.0
madam	36.0
made	66.0
madly	2.0
magic	48.0
magical	11.0
magnificent	2.0
mahogany	2.0
mail	14.0
main	2.0
mainly	2.0
majorca	1.0
make	53.0
maker	1.0
makers	1.0
makes	4.0
makin	1.0
making	18.0
malade	1.0
malcolm	1.0
malfay	3.0
malfoy	109.0
malfoyll	1.0
malfoys	15.0
malkin	3.0
malkins	4.0
man	33.0
manage	4.0
managed	20.0
managing	1.0
mancrushing	1.0
mandy	1.0
mane	2.0
mangled	1.0
maniacs	1.0
manner	1.0
mans	3.0
mantelpiece	1.0
many	27.0
map	4.0
maple	1.0
maps	1.0
mar	1.0
marble	8.0
marbles	1.0
march	1.0
marched	7.0
marcus	5.0
marge	3.0
marges	2.0
mark	5.0
marked	1.0
markings	3.0
marks	4.0
marmalade	2.0
maroon	3.0
married	2.0
mars	5.0
marshmallows	1.0
massive	2.0
master	5.0
mastered	1.0
masters	1.0
match	24.0
matches	2.0
material	2.0
math	1.0
matter	14.0
mattress	1.0
mauve	1.0
may	10.0
maybe	19.0
maze	1.0
mcgonagall	95.0
mcgonagalls	6.0
mcguffin	1.0
mckinnons	1.0
me	217.0
meal	2.0
meals	1.0
mean	34.0
meanin	1.0
means	7.0
meant	9.0
meantime	1.0
meanwhile	5.0
measure	3.0
measured	2.0
measuring	2.0
meddle	1.0
meddlin	1.0
meddling	1.0
meet	16.0
meeting	5.0
mellow	1.0
melt	1.0
melted	2.0
member	1.0
memorize	1.0
memory	2.0
men	3.0
mended	1.0
mention	8.0
mentioned	4.0
mentionin	1.0
mercy	3.0
mere	1.0
merely	1.0
meringue	1.0
merlin	2.0
merrily	4.0
merry	3.0
meself	3.0
mess	3.0
message	1.0
messin	1.0
messing	2.0
met	19.0
metal	3.0
meters	1.0
mice	3.0
mid	1.0
midair	7.0
middecember	1.0
middle	13.0
midnight	11.0
midst	1.0
miffed	1.0
might	54.0
mighta	3.0
mightn	1.0
mightve	1.0
miles	5.0
milk	1.0
milkman	1.0
millicent	1.0
mimblewimble	1.0
mimsy	1.0
mimsyporpington	1.0
mind	49.0
minded	1.0
minds	5.0
mine	5.0
minerva	1.0
mines	1.0
mingled	1.0
minister	1.0
ministry	7.0
minuscule	1.0
minute	12.0
minutes	31.0
miranda	1.0
mirror	46.0
mirrors	1.0
miserable	2.0
miserably	5.0
misery	2.0
miss	13.0
missed	4.0
misses	1.0
missing	4.0
mist	1.0
mistake	10.0
mistaken	1.0
mistakes	1.0
mistaking	3.0
misters	1.0
mistletoe	1.0
misty	3.0
mixed	4.0
mixing	2.0
mixture	4.0
mm	1.0
mmm	1.0
mmyself	1.0
moan	1.0
moaned	6.0
moaning	2.0
moans	1.0
model	1.0
modern	3.0
moldy	2.0
moleskin	2.0
mom	17.0
moment	47.0
moments	4.0
mommy	4.0
moms	2.0
monday	3.0
money	17.0
moneys	1.0
monk	1.0
monkshood	2.0
monster	1.0
monstrous	2.0
month	3.0
monthold	1.0
months	4.0
mood	5.0
moon	5.0
moonlight	6.0
moons	2.0
morag	1.0
more	109.0
moren	2.0
morgana	2.0
morning	32.0
mortis	1.0
mossy	1.0
most	30.0
mostly	1.0
motheaten	1.0
mother	28.0
mothers	6.0
motion	1.0
motionless	1.0
motorcycle	8.0
motorcycles	2.0
mounds	1.0
mount	2.0
mountain	6.0
mountains	3.0
mounted	2.0
mounting	1.0
mouse	2.0
mouth	21.0
mouthed	2.0
mouthful	2.0
mouths	2.0
move	26.0
moved	22.0
movement	3.0
movements	4.0
movies	1.0
moving	8.0
mr	81.0
mrs	46.0
much	76.0
mud	1.0
muddy	1.0
muffins	1.0
muffled	3.0
muggle	22.0
muggles	19.0
mugs	1.0
mugwump	1.0
mule	1.0
multilevel	1.0
mum	5.0
mumbled	5.0
mumbling	1.0
mummy	1.0
murmur	1.0
murmured	7.0
muscle	1.0
muscular	1.0
music	5.0
must	57.0
mustache	6.0
mustached	1.0
mustnt	3.0
mustve	7.0
musty	1.0
mutely	1.0
mutter	3.0
muttered	21.0
muttering	7.0
my	106.0
myseff	1.0
myself	9.0
mysterious	6.0
mysteriously	1.0
mystery	1.0
mystified	1.0
mystry	4.0
nag	1.0
nagging	2.0
nah	6.0
nail	1.0
nailed	1.0
nails	2.0
name	42.0
names	9.0
narrow	10.0
narrowed	2.0
narrowly	1.0
nastier	1.0
nastily	2.0
nasty	14.0
nations	1.0
natural	2.0
naturally	1.0
naughty	2.0
near	16.0
nearby	2.0
nearer	14.0
nearest	6.0
nearly	37.0
nearsighted	1.0
neat	5.0
neatly	2.0
necessary	1.0
neck	18.0
necks	4.0
need	27.0
needed	9.0
needin	1.0
needle	1.0
needles	2.0
needlesharp	1.0
neednt	3.0
needs	7.0
neighbors	3.0
neither	10.0
nephew	2.0
nerve	5.0
nerves	4.0
nervous	14.0
nervously	11.0
net	1.0
nettle	2.0
nettles	1.0
never	126.0
nevertheless	1.0
neville	102.0
nevilles	15.0
new	37.0
news	9.0
newscaster	1.0
newspaper	7.0
newspapers	1.0
newt	1.0
next	96.0
nibble	2.0
nice	24.0
nicer	2.0
nicholas	3.0
nick	4.0
nicolas	16.0
night	46.0
nightfall	1.0
nightmare	3.0
nightmares	2.0
nights	3.0
nighttime	3.0
nimbus	16.0
nine	18.0
ninth	1.0
nitwit	1.0
nmat	1.0
nneed	1.0
nnot	1.0
nnothing	1.0
no	196.0
noble	2.0
nobody	11.0
nodded	10.0
nodding	4.0
nof	1.0
noise	22.0
noiselessly	1.0
noises	2.0
noisy	2.0
none	11.0
nonexplodable	1.0
nonmagic	1.0
nonsense	4.0
nonstop	1.0
nope	1.0
nor	6.0
norbert	24.0
norberts	3.0
normal	10.0
normally	3.0
norris	12.0
norriss	1.0
norwegian	4.0
nose	31.0
nosebleed	1.0
noses	7.0
nosie	1.0
nostrils	8.0
nosy	1.0
not	234.0
notable	1.0
note	23.0
noted	1.0
notes	7.0
nothin	6.0
nothing	55.0
notice	8.0
noticed	29.0
notices	1.0
noticing	9.0
nott	1.0
november	1.0
now	166.0
nowhere	3.0
nudged	1.0
number	17.0
numbers	2.0
numbly	1.0
nurse	1.0
nursed	1.0
nuts	2.0
o	28.0
