	747.0
appropriationfund	1.0
appropriations	26.0
appropriationsa	1.0
appropriationswill	1.0
approval	13.0
approve	4.0
approved	29.0
approx	1.0
approximate	6.0
approximated	1.0
approximately	39.0
approximation	1.0
apr	278.0
apr5	1.0
apr7	1.0
apr82004	1.0
apr9	1.0
apr92002	1.0
apr92004	1.0
apricots	4.0
april	81.0
apriloctober	3.0
apritif	1.0
apron	2.0
aprons	3.0
apronstaged	1.0
aprs	2.0
apse	6.0
apt	4.0
aptitude	3.0
aptly	5.0
aq	1.0
aqu	1.0
aqua	6.0
aquadextrous	1.0
aquae	2.0
aqualebrium	1.0
aqualife	2.0
aqualine	1.0
aquapark	2.0
aquarian	1.0
aquarium	22.0
aquariums	4.0
aquarius	1.0
aquatic	22.0
aqueduct	10.0
aqueducts	1.0
aquel	1.0
aquensem	2.0
aqueous	1.0
aquestion	1.0
aqui	1.0
aquinas	1.0
aquitaine	1.0
aquitania	1.0
ara	1.0
arab	31.0
arabah	2.0
arabe	1.0
arabespan	1.0
arabesque	2.0
arabesques	2.0
arabia	30.0
arabian	13.0
arabias	1.0
arabic	18.0
arabiccoptic	1.0
arabicgreekonce	1.0
arabicspeaking	1.0
arabidopsis	14.0
arablooking	2.0
arabs	5.0
arabsthink	1.0
arabswho	1.0
arabvenetian	1.0
aracena	1.0
arachnids	1.0
aragn	1.0
aramaic	5.0
aramean	2.0
aranjuez	7.0
arap	2.0
arau	1.0
aravis	1.0
arb	2.0
arbi	1.0
arbiter	2.0
arbitrarily	1.0
arbitrariness	1.0
arbitrary	1.0
arbitration	1.0
arbitrators	1.0
arbois	2.0
arbor	1.0
arboreal	4.0
arboretum	3.0
arbour	1.0
arbus	1.0
arbutus	1.0
arc	22.0
arcade	4.0
arcaded	6.0
arcades	9.0
arcadian	2.0
arcane	1.0
arcetsenans	1.0
arch	24.0
archaeological	32.0
archaeologist	1.0
archaeologists	5.0
archaeology	5.0
archaic	10.0
archangel	1.0
archbishop	3.0
archbishops	3.0
arche	6.0
arched	10.0
archeological	5.0
archeologists	2.0
archeology	1.0
archer	1.0
archers	2.0
archery	2.0
arches	25.0
archetypal	3.0
archetype	1.0
archetypes	1.0
archevch	1.0
arching	1.0
archipelago	4.0
archipelagoes	1.0
architect	47.0
architective	1.0
architects	8.0
architectural	28.0
architecturally	5.0
architecture	94.0
archive	6.0
archives	11.0
archivo	1.0
archly	2.0
archologique	2.0
archrival	2.0
archrivaledmonton	1.0
archway	2.0
archways	1.0
arcjet	1.0
arco	2.0
arcs	1.0
arctic	16.0
arcticdwelling	1.0
arctics	1.0
ardennes	1.0
ardens	1.0
arduous	1.0
are	4119.0
area	261.0
areais	1.0
areaproduct	1.0
areas	149.0
areashubs	1.0
areasnew	1.0
arejet	1.0
arena	14.0
arenas	1.0
arenawhere	1.0
arent	21.0
argenti	1.0
argentina	4.0
argillite	1.0
argonaute	1.0
argosy	2.0
argot	5.0
arguably	7.0
argue	18.0
argued	14.0
argues	5.0
arguing	8.0
argument	31.0
argumentative	1.0
arguments	7.0
argureoiou	1.0
argus	1.0
argyll	1.0
ari	6.0
aria	1.0
ariane	1.0
arid	4.0
arif	1.0
aris	1.0
arise	28.0
arises	9.0
arisesstrategies	1.0
arising	18.0
aristide	1.0
aristocracy	14.0
aristocracys	1.0
aristocrat	3.0
aristocratic	9.0
aristocrats	4.0
aristophanes	1.0
arithmetic	4.0
arithmetically	1.0
arizona	50.0
arizonas	1.0
ark	1.0
arkansas	14.0
arkwright	3.0
arles	8.0
arlie	1.0
arlington	14.0
arm	26.0
armageddon	1.0
armament	1.0
armamentarium	2.0
armas	3.0
armchair	1.0
arme	1.0
armed	42.0
armenian	2.0
armera	2.0
armies	18.0
armistice	2.0
armitage	10.0
armitagemamoud	1.0
armitages	3.0
armor	3.0
armored	1.0
armory	3.0
armpits	2.0
armrest	1.0
arms	47.0
armslength	2.0
army	63.0
armys	2.0
arnes	5.0
arniespessimismcom	2.0
arnold	9.0
arntz	2.0
aroche	1.0
aroma	5.0
aromas	2.0
aronkerk	1.0
arose	13.0
around	564.0
aroundon	1.0
arousal	3.0
arouse	3.0
aroused	2.0
arp	1.0
arpens	1.0
arqueolgic	1.0
arqueolgico	3.0
arran	1.0
arrange	10.0
arranged	22.0
arrangement	14.0
arrangement63	2.0
arrangements	24.0
arrangements22	1.0
arrangementsin	1.0
arranges	1.0
arranging	6.0
arras	3.0
array	62.0
arrays	31.0
arrears	3.0
arres	1.0
arrest	21.0
arrested	21.0
arresting	4.0
arrests	5.0
arripui	2.0
arrival	41.0
arrivals	8.0
arrive	26.0
arrived	56.0
arrives	7.0
arriving	25.0
arrizn	1.0
arrobas	1.0
arrogance	4.0
arrogant	4.0
arrogated	2.0
arromanches	1.0
arrondissement	2.0
arrondissements	1.0
arrow	7.0
arrows	1.0
arrowstraight	1.0
arroyo	1.0
arse	2.0
arsenal	4.0
arsinoe	1.0
arsinoion	1.0
art	255.0
artdeco	1.0
arte	4.0
artefacts	2.0
artemis	2.0
artemon	1.0
arteries	2.0
artery	3.0
artes	6.0
artesonado	1.0
artful	2.0
artfully	2.0
arthouse	1.0
arthritic	2.0
arthritides	1.0
arthritis	1.0
arthropod	1.0
arthropods	1.0
arthur	36.0
arthurs	7.0
article	47.0
articles	27.0
articlesdoes	1.0
articlesthe	1.0
articulate	5.0
articulated	4.0
artifact	6.0
artifacts	37.0
artifactual	1.0
artificial	14.0
artificially	2.0
artillery	9.0
artilleryman	1.0
artillerymen	1.0
artin	1.0
artis	5.0
artisan	3.0
artisanal	2.0
artisans	14.0
artist	32.0
artistblacksmith	1.0
artistic	29.0
artistically	2.0
artisticuniverse	2.0
artistone	1.0
artistry	1.0
artists	98.0
artistsactors	1.0
artisttitian	1.0
arts	67.0
artsandcrafts	1.0
artwork	3.0
artworks	4.0
aru	1.0
arunachal	1.0
aryan	1.0
aryans	5.0
as	5460.0
asb	1.0
asbestos	8.0
ascain	1.0
ascend	2.0
ascendancy	7.0
ascended	1.0
ascending	5.0
ascent	2.0
ascertain	4.0
ascertained	2.0
ascertaining	1.0
ascesis	2.0
ascetic	1.0
asceticism	1.0
ascetics	1.0
aschroft	2.0
asclepium	1.0
asexually	1.0
aseyi	1.0
asfendiou	1.0
ash	3.0
ashbery	2.0
ashcards	1.0
ashcroft	34.0
ashcrofts	3.0
ashes	5.0
ashikaga	4.0
ashkanazi	1.0
ashkenazim	1.0
ashley	5.0
ashok	2.0
ashoka	5.0
ashokas	4.0
ashore	5.0
ashour	1.0
ashraf	2.0
ashtontate	1.0
ashtray	2.0
asia	68.0
asian	42.0
asians	3.0
asianstyle	1.0
asias	2.0
asiatic	2.0
aside	26.0
asides	1.0
asilidae	1.0
ask	58.0
asked	126.0
askedor	2.0
askedwhether	2.0
askey	1.0
asking	28.0
askoschnberg	2.0
asks	20.0
asleep	9.0
asli	2.0
asp	1.0
asparagus	1.0
aspect	17.0
aspects	35.0
asperity	2.0
asphyxiation	3.0
aspiration	8.0
aspirations	5.0
aspires	1.0
aspiring	2.0
ass	15.0
assailants	5.0
assam	5.0
assamese	1.0
assassin	1.0
assassinate	3.0
assassinated	8.0
assassinating	1.0
assassination	12.0
assassinations	2.0
assault	9.0
assaults	2.0
assay	32.0
assayed	4.0
assays	13.0
assed	2.0
assemblage	4.0
assemble	6.0
assembled	11.0
assemblies	1.0
assembling	1.0
assembly	46.0
assemblyespecially	1.0
assemblyroom	1.0
assent	2.0
assert	13.0
asserted	5.0
asserting	7.0
assertion	16.0
assertions	8.0
assertive	1.0
assertively	1.0
assertiveness	1.0
asserts	10.0
assess	28.0
assessed	12.0
assesses	1.0
assessing	19.0
assessment	40.0
assessmentkhalid	1.0
assessments	17.0
asset	92.0
asset72	1.0
assets	267.0
assets15	2.0
assets207	1.0
assets27	1.0
assets467	1.0
assetshas	1.0
assetshave	1.0
assetsparticularly	1.0
assetsthat	1.0
assetsthe	1.0
assettwothirds	1.0
asseverating	2.0
asshole	3.0
assign	8.0
assigned	32.0
assigning	5.0
assignment	27.0
assignments	8.0
assigns	3.0
assimilate	1.0
assimilated	4.0
assimilating	1.0
assimilation	1.0
assiniboine	3.0
assisi	2.0
assist	16.0
assistance	91.0
assistant	17.0
assistants	3.0
assisted	17.0
assisting	7.0
assists	8.0
associate	22.0
associated	179.0
associates	31.0
associatesmar5	1.0
associating	2.0
association	46.0
association26	1.0
associations	25.0
assorted	1.0
assortment	3.0
assortments	1.0
asst	1.0
assume	49.0
assumed	34.0
assumed33	1.0
assumedin	1.0
assumes	21.0
assuming	26.0
assumption	45.0
assumption73that	1.0
assumptions	65.0
assuning	1.0
assurance	16.0
assurances	1.0
assure	15.0
assured	4.0
assuring	2.0
assyrian	1.0
astaire	1.0
astana	3.0
astate	1.0
asterik	1.0
asterisks	1.0
astern	1.0
asthma	4.0
astonished	2.0
astonishing	3.0
astonishingly	3.0
astonishment	1.0
astounded	1.0
astounding	8.0
astray	1.0
astride	3.0
astringently	2.0
astrionics	1.0
astrix	1.0
astrocytes	1.0
astrojets	2.0
astrolabe	2.0
astrologer	1.0
astrology	2.0
astronaut	2.0
astronauts	2.0
astronomer	2.0
astronomical	7.0
astronomique	1.0
astronomy	3.0
astute	4.0
asuncin	1.0
aswan	1.0
asylum	4.0
asymmetrical	5.0
asymmetry	2.0
at	3486.0
atal	2.0
atala	4.0
atalaya	1.0
atanatiya	6.0
atarazanas	1.0
ataturk	1.0
atcop1	37.0
ate	7.0
atee	2.0
atef	20.0
atelier	1.0
aterror	1.0
atf	2.0
atf4	1.0
atg	1.0
atget	1.0
athabasca	3.0
athapaskan	1.0
atheist	8.0
athenaeum	1.0
athenian	1.0
athenians	2.0
athens	8.0
athinios	1.0
athlete	2.0
athletes	6.0
athletic	5.0
athletics	4.0
atikokan	1.0
ativan	2.0
atkinson	2.0
atlanta	7.0
atlantic	46.0
atlanticeasternmost	1.0
atlantis	1.0
atlas	1.0
atm	2.0
atmosphere	47.0
atmospheres	1.0
atmospheric	9.0
atocha	2.0
atomic	6.0
atoms	4.0
atone	3.0
atonement	1.0
atop	19.0
atp	1.0
atrium	5.0
atroce	2.0
atrocities	2.0
atrophy	1.0
atrusted	1.0
atta	81.0
attabinalshibh	3.0
attach	3.0
attached	27.0
attaches	2.0
attaching	2.0
attachment	9.0
attachments	1.0
attack	106.0
attackand	1.0
attacked	14.0
attacking	8.0
attacks	83.0
attacksapr	1.0
attacksit	1.0
attacksjune	2.0
attact	1.0
attain	16.0
attainable	1.0
attainder	1.0
attained	8.0
attaining	12.0
attainment	4.0
attainment50	1.0
attajarrah	1.0
attanasio	1.0
attas	31.0
attash	4.0
attass	4.0
attempt	52.0
attempted	30.0
attempting	14.0
attempts	21.0
attend	12.0
attendance	5.0
attendant	7.0
attendants	2.0
attended	23.0
attendee	1.0
attendees	1.0
attending	11.0
attention	125.0
attentional	1.0
attentiongetting	1.0
attentions	5.0
attentive	4.0
attentively	1.0
attenuate	1.0
attest	8.0
attested	1.0
attic	3.0
attica	2.0
attilas	1.0
attire	2.0
attired	1.0
attitude	12.0
attitudes	24.0
attlees	1.0
attorney	59.0
attorneys	33.0
attract	17.0
attractant	1.0
attracted	26.0
attracting	12.0
attraction	34.0
attractions	62.0
attractive	75.0
attracts	13.0
attributable	9.0
attribute	8.0
attributed	24.0
attributes	5.0
attributing	1.0
attribution	1.0
attributions	4.0
attrition	2.0
attucks	1.0
atypical	3.0
atypically	1.0
au	7.0
auberges	1.0
aubergine	4.0
auberon	1.0
aubriot	1.0
auburn	1.0
aubusson	1.0
auchtermuchty	1.0
auction	34.0
auctioned	14.0
auctioning	1.0
auctions	13.0
audacious	1.0
audaciously	1.0
auden	4.0
audibly	4.0
audience	14.0
audiences	4.0
audio	4.0
audiophile	1.0
audiotypist	1.0
audiovisual	9.0
audit	33.0
audited	1.0
auditing	8.0
audito	2.0
auditor	9.0
auditorium	4.0
auditors	26.0
auditreporting	1.0
audits	10.0
audre	2.0
audrey	1.0
audubon	1.0
auent	1.0
auferre	2.0
aufhauser	2.0
aug	125.0
aug18	1.0
aug182003	2.0
aug27	1.0
aug29	1.0
aug8	1.0
aug82003	1.0
auge	1.0
augment	1.0
augmented	9.0
augments	2.0
august	122.0
auguste	5.0
augustine	5.0
augustinian	1.0
augustins	2.0
augusto	1.0
augustus	4.0
auks	1.0
aulaqi	12.0
aulaqis	2.0
auld	4.0
aulenti	1.0
aumale	1.0
aunt	16.0
aunts	3.0
aura	3.0
aural	3.0
aurangzeb	4.0
aurelia	1.0
aurelius	2.0
aurora	2.0
auschwitz	1.0
auspices	2.0
auspicious	2.0
aussie	1.0
austere	10.0
austerely	1.0
austerity	3.0
austerlitz	2.0
austin	3.0
austintex	2.0
australia	11.0
australian	15.0
australians	2.0
austria	8.0
austriacwjamaicacom	1.0
austrian	3.0
austrians	3.0
autem	6.0
auteuil	1.0
authentic	34.0
authentically	2.0
authenticate	3.0
authentication	3.0
authenticity	2.0
authie	1.0
author	50.0
authorcamille	2.0
authored	3.0
authoring	1.0
authoritarian	5.0
authoritarianism	3.0
authoritative	12.0
authorities	53.0
authority	168.0
authoritypermit	1.0
authoritys	2.0
authorization	3.0
authorizations	1.0
authorize	2.0
authorized	18.0
authorizes	1.0
authorizing	2.0
authors	19.0
authorship	1.0
auto	4.0
autobahn	8.0
autobiographical	7.0
autobiographies	2.0
autobiography	5.0
autocue	1.0
autodrome	1.0
autofluorescence	2.0
autogynephiles	2.0
autogynephilia	2.0
automate	2.0
automated	12.0
automatic	6.0
automatically	8.0
automatics	2.0
automation	7.0
automatiste	1.0
automatistes	1.0
automobile	7.0
automobiles	6.0
automotive	3.0
autonomic	6.0
autonomist	2.0
autonomists	2.0
autonomous	8.0
autonomy	19.0
autoradiograms	1.0
autorickshaws	1.0
autoroute	14.0
autoroutes	1.0
autoscopes	1.0
autumn	16.0
autun	3.0
autuns	1.0
auvergnat	1.0
auvergne	1.0
aux	9.0
auxerre	2.0
auxiliary	1.0
auyuittuq	3.0
av	1.0
av608813	1.0
availability	15.0
available	272.0
available2	1.0
available37	1.0
availablea	1.0
avalancheprone	1.0
avallon	1.0
avalon	1.0
avant	2.0
avantgarde	7.0
avatars	1.0
ave	6.0
avec	4.0
avelok	1.0
avenge	1.0
avenging	1.0
avenue	83.0
avenues	18.0
average	128.0
averaged	9.0
averagelinkage	1.0
averages	5.0
averaging	5.0
averse	2.0
aversion	1.0
avert	6.0
averted	1.0
averting	3.0
avery	2.0
aviaries	1.0
aviary	1.0
aviation	49.0
avid	2.0
avignon	9.0
avila	2.0
avinguda	1.0
aviodome	2.0
avishai	1.0
aviv	2.0
avocado	1.0
avoid	42.0
avoidable	1.0
avoidance	6.0
avoided	12.0
avoiding	6.0
avoids	4.0
avon	1.0
avowed	2.0
avranches	1.0
aw141780	1.0
aw326433	1.0
aw462260	1.0
aw525130	1.0
aw787013	1.0
aw917150	1.0
awadallah	3.0
awady	3.0
await	2.0
awaiting	3.0
awaits	3.0
awake	4.0
awaken	7.0
awakened	3.0
awakening	6.0
awakens	1.0
awakes	2.0
awana	1.0
award	13.0
awarded	9.0
awarding	1.0
awards	4.0
awardwinning	2.0
aware	46.0
awareness	32.0
awash	1.0
away	236.0
awe	2.0
awed	1.0
aweinspiring	5.0
awesome	6.0
awesomely	1.0
awestruck	2.0
awful	5.0
awfully	1.0
awkward	10.0
awkwardness	1.0
awoke	1.0
awol	4.0
aword	2.0
awzalagh	2.0
ax	17.0
ax4	53.0
axarqua	1.0
axe	2.0
axenic	2.0
axenically	2.0
axes	2.0
axiocam	1.0
axiophot	1.0
axis	5.0
axon	2.0
axonal	3.0
axons	2.0
axotomy	21.0
axotomyinduced	1.0
ay	9.0
ayant	2.0
aybak	1.0
aye	25.0
ayer	6.0
ayers	2.0
ayes	1.0
ayesall	1.0
aylesbury	1.0
ayman	2.0
ayodhya	1.0
ayres	3.0
ayrshire	1.0
ayuntamiento	3.0
ayvilik	1.0
az	1.0
azahara	2.0
azalea	1.0
azaleas	2.0
azay	1.0
azaylerideau	2.0
azdi	3.0
azincourt	3.0
aziz	9.0
azlan	1.0
azores	1.0
azt	2.0
aztec	8.0
aztecas	1.0
aztecs	4.0
aztln	22.0
azure	2.0
b	106.0
b1	3.0
b10	2.0
b1040	2.0
b11	1.0
b112	2.0
b114	2.0
b12b15	1.0
b1b2	1.0
b2	1.0
b27	3.0
b29	1.0
b29s	1.0
b30	2.0
b4	1.0
b7	1.0
ba	1.0
baathists	2.0
baba	5.0
babas	2.0
babbling	3.0
babelfish	2.0
babies	24.0
babies60	1.0
babur	4.0
baby	115.0
babyboom	1.0
babychilds	2.0
babyhood	2.0
babylon	2.0
babylonian	3.0
babylons	2.0
babyone	1.0
babys	9.0
babysized	2.0
bac	1.0
baca	2.0
bacas	1.0
baccanal	1.0
baccarat	2.0
bacchetta	3.0
bach	4.0
bachelor	1.0
bachelors	1.0
bachs	1.0
back	446.0
backbone	4.0
backcloth	1.0
backcountry	1.0
backcover	1.0
backdrop	15.0
backed	10.0
backers	3.0
backgound	1.0
background	51.0
background105	1.0
backgrounda	1.0
backgrounds	4.0
backing	6.0
backlocked	1.0
backlog	1.0
backlogs	1.0
backlotseven	1.0
backpacker	2.0
backpackers	4.0
backpage	1.0
backroad	1.0
backroom	1.0
backs	6.0
backsides	2.0
backsolver	1.0
backstage	2.0
backstop	3.0
backstory	2.0
backtracking	1.0
backup	1.0
backups	1.0
backward	6.0
backwards	2.0
backwater	4.0
backwoods	1.0
backyard	2.0
bacome	1.0
bacon	3.0
bact	2.0
bacteria	7.0
bacterial	3.0
bacteriostatic	2.0
bactrian	1.0
bad	86.0
bad111	1.0
badang	2.0
badawi	2.0
baddeck	2.0
baddeckwhich	1.0
badella	2.0
badger	3.0
badges	2.0
badi	2.0
badlands	2.0
badly	11.0
badwaterat	1.0
baed	1.0
baer	1.0
baerlstraat	1.0
baffin	4.0
baffled	1.0
baffles	4.0
bag	20.0
bagatelle	2.0
bagemihl	12.0
bagemihls	2.0
bagging	1.0
baghdad	6.0
baginski	1.0
bagos	1.0
bagpipe	1.0
bagpipeplaying	1.0
bagpipes	4.0
bags	5.0
baguette	1.0
bah	3.0
bahadur	3.0
bahaji	16.0
bahajis	2.0
bahamas	1.0
bahang	3.0
bahangs	1.0
bahasa	2.0
bahia	2.0
bahrain	1.0
bahraini	1.0
bahri	1.0
bahru	10.0
bahrus	1.0
bahutiers	1.0
baie	1.0
baiestpaul	1.0
bail	3.0
baila	2.0
bailar	1.0
bailey	5.0
bailiwick	1.0
bailn	1.0
bailout	2.0
bainauxplantes	1.0
bait	5.0
baited	1.0
baja	3.0
bajang	1.0
bajau	1.0
bajondillo	1.0
baka	1.0
bakar	4.0
bakarbashat	3.0
bake	2.0
baked	6.0
baker	9.0
bakeries	3.0
bakers	2.0
bakery	6.0
bakhtin	3.0
baking	2.0
bakkungan	1.0
bako	7.0
bakr	3.0
baku	2.0
bal	2.0
balagan	10.0
balaganbalcony	2.0
balaganlike	1.0
balahana	3.0
balai	4.0
balance	56.0
balance17	1.0
balanced	12.0
balances	37.0
balancesin	1.0
balancing	15.0
balanini	1.0
balanzat	1.0
balboa	1.0
balcho	1.0
balclutha	1.0
balcn	1.0
balco	1.0
balcone	2.0
balconies	12.0
balcony	18.0
balconye	1.0
bald	6.0
baldness	1.0
baldung	2.0
baldwin	3.0
baldwinthe	2.0
bale	1.0
balearic	1.0
balearics	1.0
baleines	1.0
bales	1.0
bali	4.0
balin	2.0
balkans	2.0
balkon	1.0
ball	18.0
ballads	6.0
ballantine	1.0
ballcanadas	1.0
ballet	14.0
ballets	1.0
ballistics	1.0
ballocks	1.0
balloon	2.0
ballooned	1.0
balloonist	1.0
balloons	1.0
ballpark	2.0
ballroom	6.0
ballrooms	1.0
balls	11.0
ballycloran	1.0
ballyo	1.0
balm	1.0
balmiest	1.0
balmy	2.0
balok	1.0
balsam	1.0
baltard	1.0
baltards	1.0
baltasar	1.0
balthazar	1.0
baltic	2.0
baltimore	4.0
baluchi	5.0
baluchistan	1.0
balustrades	3.0
balz	11.0
balzac	4.0
bamboo	8.0
bamhi	1.0
bamian	1.0
ban	6.0
banal	2.0
banana	10.0
bananas	2.0
banco	1.0
band	25.0
bandage	1.0
bandages	2.0
bandaid	1.0
bandaids	5.0
bandar	16.0
bandaraya	1.0
banded	2.0
banding	1.0
bandit	6.0
bandito	1.0
banditry	3.0
bandits	4.0
bandoliers	1.0
bands	15.0
bandstand	4.0
bandwagon	1.0
bandy	1.0
banff	6.0
bang	5.0
bangalore	1.0
bangkok	18.0
bangladesh	4.0
bangor	2.0
banihammad	10.0
banished	1.0
bank	105.0
banked	2.0
banker	1.0
bankers	4.0
bankhead	2.0
banking	15.0
banknotes	1.0
bankrupt	1.0
bankruptcies	1.0
bankruptcy	9.0
bankrupted	1.0
banks	48.0
banned	7.0
banner	3.0
banning	2.0
banque	2.0
banquet	4.0
banquets	1.0
bans	4.0
banting	1.0
banzhaf	1.0
baos	1.0
baptism	3.0
baptisma	2.0
baptismal	1.0
baptisms	2.0
baptist	7.0
baptistery	1.0
baptistry	1.0
baptized	8.0
bar	59.0
bara	7.0
barakat	2.0
barakban	1.0
baraldini	2.0
baram	4.0
baras	2.0
barb	5.0
barbara	14.0
barbarian	1.0
barbarians	5.0
barbariansubduing	1.0
barbarism	2.0
barbarism77	1.0
barbarous	1.0
barbary	5.0
barbecue	3.0
barbecued	3.0
barbecues	1.0
barbed	2.0
barbels	1.0
barber	2.0
barbers	1.0
barbershop	1.0
barbizon	1.0
barbours	1.0
barcaf	1.0
barcelona	2.0
barcelonas	1.0
barcode	6.0
barcoded	2.0
barcodes	1.0
barcoding	2.0
bard	3.0
bardot	2.0
bare	12.0
bareback	1.0
barechested	1.0
barefoot	3.0
barefoots	2.0
barely	29.0
bargain	6.0
bargainhunters	1.0
bargaining	11.0
bargains	2.0
barge	5.0
barges	2.0
baring	5.0
barisan	1.0
baritone	2.0
bark	9.0
bark34	1.0
barkat	1.0
barking	7.0
barks	6.0
barley	3.0
barlow	1.0
barman	1.0
barn	2.0
barnacles	1.0
barnard	1.0
barnardine	2.0
barnes	2.0
barnett	3.0
barney	1.0
barns	2.0
barnsreal	1.0
barnum	3.0
baron	12.0
barons	4.0
baroque	15.0
baroquestyle	1.0
barracks	19.0
barrage	1.0
barraged	1.0
barraging	1.0
barrameda	1.0
barred	3.0
barrel	8.0
barreldemonstrating	1.0
barrelmaking	1.0
barrels	5.0
barren	9.0
barrer	1.0
barrera	2.0
barrestaurant	2.0
barricade	1.0
barrier	9.0
barriers	8.0
barring	1.0
barrio	9.0
barrios	3.0
barro	2.0
barroom	1.0
barrs	1.0
barry	9.0
bars	53.0
barsmore	1.0
barstead	1.0
barstools	2.0
bart	3.0
bartender	2.0
bartenders	2.0
bartending	2.0
bartered	1.0
bartholdi	2.0
bartholomew	1.0
bartholomews	1.0
bartlett	1.0
bartok	2.0
bartolom	1.0
barton	1.0
bartylak	1.0
barzan	2.0
bas	1.0
basal	8.0
basalt	2.0
base	105.0
baseball	6.0
baseballs	1.0
basecomposition	1.0
based	234.0
basefbi	1.0
baseline	20.0
basement	10.0
basepairs	1.0
baser	1.0
bases	18.0
bashir	1.0
basic	194.0
basically	5.0
basics	4.0
basicssuch	1.0
basilica	21.0
basilique	8.0
basin	12.0
basing	4.0
basins	1.0
basir	4.0
basis	183.0
basis17	1.0
basisin	1.0
basit	1.0
bask	2.0
basked	1.0
basket	5.0
basketball	7.0
baskets	7.0
basketware	1.0
basketweaving	1.0
basking	2.0
baslica	3.0
basque	9.0
basques	1.0
basreliefs	4.0
bass	10.0
bassa	2.0
bassackawad	1.0
basse	2.0
bassenormandie	1.0
bassin	6.0
bassinets	1.0
bassnan	2.0
bassui	4.0
bastard	2.0
bastards	1.0
bastia	1.0
bastille	10.0
bastion	10.0
bastions	3.0
bat	7.0
bataille	3.0
batang	1.0
batangai	1.0
batch	3.0
batchawana	2.0
batches	2.0
bateaulavoir	2.0
bateliers	1.0
bateman	1.0
batfilled	1.0
bath	13.0
bathed	6.0
bathhouses	1.0
bathing	12.0
bathingasrebaptism	4.0
bathroom	16.0
bathrooms	5.0
baths	10.0
bathsheba	4.0
bathtub	6.0
bathtubs	1.0
bathurst	1.0
batik	8.0
batikpainting	1.0
batiks	1.0
batobus	1.0
batontwirling	1.0
bats	12.0
batsi	2.0
battalion	149.0
battalions	1.0
batter	3.0
battered	6.0
batteries	4.0
battery	9.0
batting	2.0
battle	57.0
battled	4.0
battlefield	9.0
battlefields	6.0
battlefront	1.0
battlements	4.0
battles	16.0
battleship	1.0
battleships	1.0
batu	15.0
batuta	1.0
batzsurmer	1.0
bau	2.0
baubles	2.0
baudelaire	1.0
baudrillard	6.0
bauelo	1.0
baughman	2.0
bauhaus	3.0
baule	2.0
baumann	1.0
baume	1.0
baumelesmessieurs	1.0
bautista	1.0
baux	4.0
bauxdeprovence	1.0
bavaria	1.0
bavella	1.0
bavire	1.0
bavokerk	1.0
bawdy	2.0
baxter	1.0
bay	191.0
bayan	2.0
bayanus	1.0
bayat	3.0
bayazid	1.0
bayboat	1.0
bayesian	1.0
bayeux	7.0
bayfront	3.0
bayhdole	1.0
baylor	1.0
baymen	1.0
bayonet	1.0
bayonets	1.0
bayonne	2.0
bayoumi	47.0
bayoumis	11.0
bayoumiwho	1.0
bayreuth	2.0
bays	7.0
baythis	1.0
bayu	1.0
bazaar	7.0
bazarah	4.0
bazookas	2.0
bbc	17.0
bbc1	2.0
bbc2	1.0
bbcs	1.0
bbenefit	1.0
bbin	1.0
bbq	1.0
bc	98.0
bca	1.0
bce	8.0
bcell	1.0
bchange	1.0
bcharie	1.0
bcs	8.0
bdnf	5.0
be	3293.0
be026293	1.0
be478862	1.0
be506274	1.0
be6	1.0
be679680	1.0
bea	6.0
bea1	1.0
beach	215.0
beachbar	1.0
beachcomber	1.0
beached	3.0
beaches	144.0
beachfront	8.0
beachgoers	1.0
beachheads	1.0
beachs	1.0
beachside	6.0
beachwhich	1.0
beacon	19.0
beaconsfield	1.0
beaded	3.0
beads	9.0
beady	1.0
beakers	1.0
beaky	2.0
beall	2.0
beals	2.0
beam	3.0
beams	7.0
bean	1.0
beans	3.0
bear	77.0
bear51	2.0
bear61	1.0
beard	11.0
bearded	5.0
beards	1.0
bearing	17.0
bearings	5.0
bearlstraat	1.0
bearpaw	1.0
bears	38.0
bearskin	1.0
bearsthe	1.0
bearu	1.0
beas	1.0
beast	5.0
beasts	4.0
beat	15.0
beata	8.0
beatam	2.0
beaten	7.0
beating	2.0
beatles	6.0
beatniks	1.0
beato	2.0
beats	3.0
beatum	2.0
beatus	2.0
beau	1.0
beaubourg	7.0
beauce	1.0
beaucoup	1.0
beaufort	3.0
beaujolais	2.0
beaulieu	2.0
beaune	4.0
beaunes	1.0
beauport	1.0
beauregard	1.0
beausoleil	1.0
beauteous	1.0
beauties	3.0
beautiesglaciers	1.0
beautified	1.0
beautiful	150.0
beautifully	45.0
beautify	1.0
beauty	45.0
beauvais	1.0
beauvoir	1.0
beaux	3.0
beauxarts	13.0
beaver	10.0
beaverbrook	3.0
beavers	2.0
bebe	2.0
became	197.0
because	650.0
becdause	2.0
bechellouin	1.0
beck	2.0
beckardos	4.0
beckham	2.0
beckman	2.0
beckoning	1.0
beckons	3.0
become	230.0
becomes	78.0
becoming	33.0
bed	36.0
bedbugs	1.0
bedchamber	3.0
bedding	2.0
bede	2.0
bedecked	1.0
bedeviled	1.0
bedew	2.0
bedford	1.0
bedlam	1.0
bedong	1.0
bedouins	8.0
bedraggled	1.0
bedrock	3.0
bedroom	14.0
bedrooms	3.0
beds	13.0
bedspreads	1.0
bedtime	5.0
bee	5.0
beech	3.0
beecher	1.0
beeches	2.0
