	22.0
montretoi	1.0
montrezvous	1.0
monture	1.0
moon	1.0
moquait	3.0
moquer	1.0
moquerait	1.0
morag	1.0
moral	1.0
morceau	12.0
morceaux	4.0
mordant	1.0
mordiller	1.0
mordit	3.0
mordor	1.0
mordre	4.0
mordu	4.0
mordue	1.0
morgane	2.0
morgue	1.0
mornifle	1.0
mornille	1.0
mornilles	4.0
morsure	1.0
morsures	1.0
mort	12.0
morte	8.0
mortel	2.0
mortels	1.0
mortes	2.0
mortis	1.0
morts	8.0
morve	1.0
mot	29.0
moteur	1.0
motif	1.0
motifs	1.0
motion	1.0
moto	10.0
motos	2.0
mots	10.0
mou	2.0
moucha	2.0
mouche	1.0
mouchoir	5.0
mouills	1.0
moulin	1.0
mourait	1.0
mourir	14.0
mourrait	1.0
mousse	1.0
moustache	6.0
moustaches	2.0
moustachu	1.0
mouton	1.0
moutons	1.0
mouvant	1.0
mouvantes	1.0
mouvement	9.0
moyen	6.0
moyenne	3.0
moyens	3.0
mpris	3.0
mprisaient	1.0
mprisant	2.0
mr	74.0
mre	48.0
mritaient	1.0
mritait	1.0
mrs	30.0
mtais	1.0
mtait	1.0
mtal	1.0
mtallique	1.0
mtamorphose	4.0
mtamorphoses	1.0
mto	2.0
mtonne	1.0
mtonnerait	2.0
mtre	4.0
mtres	11.0
mtro	4.0
mu	1.0
mue	1.0
mufle	1.0
mule	1.0
multipliant	1.0
municipalit	1.0
munies	1.0
mur	29.0
muret	3.0
murmura	28.0
murmurant	1.0
murmuratelle	3.0
murmuratil	9.0
murmure	3.0
murmurer	1.0
murmures	3.0
murs	15.0
muscle	1.0
muscles	1.0
musculeux	1.0
museau	2.0
museaux	2.0
musique	4.0
my	2.0
myope	1.0
myosotis	1.0
mystre	2.0
mystreil	1.0
mystres	1.0
mystrieuse	1.0
mystrieusement	1.0
mystrieuses	1.0
mystrieux	5.0
n	3.0
na	44.0
nacr	1.0
nai	23.0
naie	2.0
naient	1.0
naies	2.0
naimait	1.0
naime	2.0
naimes	1.0
naine	1.0
naissance	1.0
naissantes	1.0
nait	4.0
nalla	1.0
nallait	5.0
nallez	2.0
nalliez	1.0
nallons	1.0
namliora	1.0
namusait	1.0
napel	2.0
narine	2.0
narines	4.0
narquois	3.0
narrivais	1.0
narrivait	11.0
narrive	4.0
narrivent	1.0
narrivera	1.0
narriverai	1.0
narriveraient	1.0
narriverait	1.0
narrtait	1.0
narrte	2.0
narrtent	1.0
nas	14.0
naseaux	1.0
nastu	1.0
national	1.0
nattendais	2.0
nattes	1.0
nattirait	1.0
nattirent	1.0
nature	3.0
naturel	2.0
naturelle	1.0
naura	3.0
naurai	1.0
nauraient	3.0
naurais	7.0
naurait	9.0
nauras	1.0
naurez	1.0
nauriez	2.0
nausabonde	1.0
nause	2.0
navaient	23.0
navais	8.0
navait	99.0
navez	7.0
navoir	5.0
navons	5.0
navonsnous	2.0
navr	3.0
navre	1.0
nayant	1.0
ncessaire	2.0
ncessaires	2.0
ncessaireslcartement	1.0
ncoutait	1.0
ne	732.0
neige	7.0
nen	29.0
nentendait	2.0
nentendit	1.0
nentrait	1.0
nerfs	2.0
nerveux	8.0
nes	6.0
nessaierait	2.0
nessayez	1.0
nest	61.0
nestce	9.0
net	5.0
nettement	5.0
neuf	4.0
neufs	1.0
neurent	1.0
neut	5.0
neutraliser	5.0
neuve	2.0
neuves	1.0
neveu	2.0
neville	102.0
nexistaient	1.0
nexiste	4.0
nexistera	1.0
nez	38.0
ngligeait	1.0
ngligent	1.0
ni	37.0
nicholas	3.0
nick	1.0
nicolas	24.0
nigaud	1.0
nigme	1.0
nimbus	19.0
nimporte	8.0
nira	1.0
nirait	1.0
niveau	3.0
noblesse	2.0
nobtiendrait	1.0
nocturnes	1.0
noir	22.0
noire	15.0
noires	12.0
noirs	11.0
noises	6.0
noisette	1.0
noisettes	1.0
noix	4.0
nol	20.0
nom	45.0
nombre	6.0
nombreuses	2.0
nombreux	8.0
nomen	1.0
nomm	3.0
nomme	1.0
nommer	1.0
noms	7.0
non	87.0
nont	14.0
norbert	23.0
normal	4.0
normale	4.0
normalement	4.0
normaux	2.0
norme	14.0
normes	1.0
norvgien	3.0
nos	9.0
nosa	3.0
nosait	2.0
nosera	1.0
noserait	1.0
notamment	5.0
note	5.0
noter	1.0
notes	4.0
notions	2.0
notre	20.0
notsap	1.0
nott	1.0
nouait	1.0
nouant	1.0
noublie	1.0
noublies	1.0
noubliez	2.0
nouer	1.0
noueux	2.0
nourrir	2.0
nourriture	1.0
nous	195.0
nousmmes	2.0
nouveau	61.0
nouveaux	15.0
nouvel	3.0
nouvelle	10.0
nouvelles	3.0
nouvrez	1.0
novembre	1.0
noyer	1.0
nsuis	1.0
ntaient	11.0
ntais	5.0
ntait	63.0
ntaitce	1.0
ntes	4.0
ntesvous	1.0
ntre	1.0
ntres	2.0
nuage	3.0
nuages	3.0
nuageux	1.0
nud	1.0
nuit	52.0
nuitl	1.0
nul	2.0
nulle	5.0
numro	14.0
nuque	2.0
nutilisons	1.0
nvita	1.0
ny	44.0
o	138.0
obir	3.0
obisse	1.0
objet	4.0
objeten	1.0
objets	3.0
oblig	4.0
obligatoirement	1.0
oblige	1.0
obligea	1.0
obligeant	1.0
obligenous	1.0
obliger	1.0
obligs	2.0
oblique	2.0
obscures	2.0
obscurit	1.0
observ	2.0
observa	5.0
observaient	3.0
observait	2.0
observer	4.0
observrent	2.0
observs	1.0
obstacle	1.0
obstination	1.0
obtenir	1.0
obtenu	4.0
obtenue	2.0
obtiendrez	1.0
occasion	2.0
occasions	1.0
occup	10.0
occupaient	1.0
occupait	1.0
occupe	4.0
occupent	1.0
occuper	2.0
occupezvous	1.0
occuprent	1.0
occups	1.0
ocnot	1.0
odeur	10.0
odieux	1.0
offens	1.0
offert	4.0
offerte	2.0
officiellement	1.0
offre	1.0
offrit	3.0
oh	28.0
oiseau	1.0
oiseaux	5.0
ok	1.0
olibrius	1.0
olivier	4.0
ollivander	16.0
ollivanderfabricants	1.0
ombre	2.0
ombres	1.0
omettre	1.0
on	284.0
oncle	12.0
onctueuse	1.0
onctueuses	2.0
ondulaient	2.0
ondulant	1.0
ont	42.0
ontils	1.0
onze	12.0
onzime	1.0
oooooh	1.0
ooooooooh	1.0
oppos	2.0
oppose	3.0
opposer	2.0
opposerait	1.0
or	15.0
orange	5.0
ordinaire	5.0
ordinaires	1.0
ordinateur	4.0
ordonna	8.0
ordonnatelle	1.0
ordonnatil	2.0
ordre	1.0
ordres	1.0
oreille	3.0
oreiller	2.0
oreilles	9.0
originale	1.0
orteil	1.0
orties	1.0
os	2.0
oser	2.0
osezvous	1.0
ou	79.0
oubli	15.0
oublia	1.0
oubliant	2.0
oublie	2.0
oublier	4.0
oubliez	2.0
oubliezle	1.0
oublions	1.0
oue	1.0
oui	64.0
ours	1.0
ouste	1.0
outre	1.0
ouvert	7.0
ouverte	5.0
ouverts	3.0
ouverture	1.0
ouvrages	4.0
ouvraient	1.0
ouvrait	4.0
ouvrant	1.0
ouvre	1.0
ouvrir	7.0
ouvrirait	2.0
ouvrit	17.0
ovation	2.0
p	13.0
paddington	1.0
page	1.0
pages	3.0
pain	1.0
pains	1.0
paire	9.0
paires	1.0
pais	2.0
paisible	2.0
paisiblement	2.0
paissaient	1.0
paisse	6.0
paisses	1.0
paix	2.0
palace	1.0
palpitants	1.0
panache	1.0
panaches	1.0
pancakes	1.0
pancarte	2.0
paniers	1.0
paniqu	2.0
panique	7.0
paniqus	1.0
panne	2.0
panneau	5.0
panneaux	1.0
pans	2.0
pansement	1.0
pansements	1.0
pansy	1.0
pantalon	4.0
pantelant	1.0
papa	6.0
papier	20.0
papiers	1.0
paquet	32.0
paquets	4.0
par	216.0
paracelse	1.0
parada	1.0
parages	3.0
paraissaient	3.0
paraissait	21.0
paraisse	1.0
parait	1.0
paraitil	1.0
paralys	1.0
parapluie	10.0
parat	6.0
paratre	1.0
parc	8.0
parce	32.0
parchemin	9.0
parchemins	3.0
parci	2.0
parcmtres	1.0
parcourait	1.0
parcouru	4.0
parcourue	1.0
parcoururent	5.0
parcourus	2.0
parcourut	1.0
parcs	1.0
parderrire	3.0
pardessus	10.0
pardon	3.0
pardonne	1.0
pardonner	3.0
pardonnons	1.0
pareil	3.0
pareille	7.0
pareils	2.0
parent	2.0
parents	30.0
parfait	3.0
parfaitement	13.0
parfois	13.0
parfum	1.0
parfums	3.0
pargner	1.0
parie	5.0
parier	3.0
paris	1.0
parking	2.0
parkinson	2.0
parl	12.0
parla	3.0
parlaient	6.0
parlais	1.0
parlait	12.0
parle	11.0
parlent	1.0
parler	41.0
parleras	1.0
parles	1.0
parlez	1.0
parlons	1.0
parmi	17.0
paroi	2.0
parole	6.0
paroles	3.0
parpillait	1.0
parquet	1.0
parsem	1.0
parsemait	1.0
part	35.0
partage	1.0
partagea	1.0
partageait	2.0
partageant	1.0
partager	3.0
partagrent	2.0
partaient	1.0
partait	3.0
partant	1.0
partenaire	1.0
partez	1.0
parti	10.0
partial	1.0
particip	1.0
participeras	1.0
particuliers	1.0
particulirement	7.0
partie	16.0
partir	11.0
partis	3.0
partisans	2.0
partit	2.0
partition	1.0
partout	11.0
parts	1.0
paru	1.0
parurent	1.0
parut	14.0
parution	1.0
parvati	2.0
parvenaient	1.0
parvenait	8.0
parvenant	2.0
parvenir	6.0
parvenu	4.0
parvenus	3.0
parviendrait	2.0
parvienne	3.0
parviennent	1.0
parvient	2.0
parvinrent	2.0
parvint	17.0
pas	931.0
pass	38.0
passa	19.0
passablement	3.0
passage	18.0
passagers	3.0
passages	1.0
passaient	6.0
passait	19.0
passaitil	1.0
passant	2.0
passants	6.0
passe	22.0
passemoi	1.0
passent	2.0
passer	46.0
passera	1.0
passeraient	2.0
passeraitil	1.0
passeras	1.0
passerez	1.0
passeront	1.0
passes	1.0
passetemps	2.0
passetil	1.0
passion	2.0
passionnant	2.0
passionnante	1.0
passionns	2.0
passons	1.0
passrent	9.0
passs	2.0
patacitrouille	1.0
patacitrouilles	1.0
pataude	1.0
patchwork	1.0
patience	1.0
patil	2.0
patounet	1.0
patronne	2.0
patte	4.0
pattes	4.0
paule	6.0
paules	6.0
paume	1.0
paumes	1.0
paupires	3.0
pause	1.0
pauvre	9.0
pauvres	1.0
pave	1.0
pavs	1.0
paya	1.0
paye	1.0
payele	1.0
payer	7.0
pays	5.0
paysage	1.0
paysages	1.0
pdales	1.0
pe	1.0
peau	4.0
peeves	26.0
peigner	1.0
peine	22.0
peines	1.0
pelage	1.0
pelotes	1.0
pelouse	4.0
pelouses	1.0
peluche	2.0
penalty	3.0
pence	1.0
pench	1.0
pencha	14.0
penchant	1.0
penche	1.0
penchrent	2.0
penchs	1.0
pendaient	3.0
pendait	1.0
pendant	90.0
pendre	1.0
pendule	2.0
pens	6.0
pensa	17.0
pensaient	5.0
pensais	5.0
pensait	6.0
pensaitil	1.0
pensant	6.0
pensatil	3.0
pense	14.0
pensent	1.0
penser	18.0
pensera	1.0
penses	7.0
pensez	2.0
pensiez	1.0
pensions	1.0
pente	1.0
perant	5.0
perante	4.0
perants	1.0
perceuses	6.0
percevait	1.0
perch	2.0
perche	1.0
percuter	1.0
percy	40.0
perdaient	3.0
perdait	2.0
perde	1.0
perdirent	1.0
perdit	1.0
perdra	1.0
perdraient	1.0
perdre	24.0
perds	1.0
perdu	18.0
perdue	1.0
perdus	3.0
perfidie	1.0
perks	1.0
perle	1.0
permanence	1.0
permet	4.0
permettaient	1.0
permettait	4.0
permette	1.0
permettra	2.0
permettre	4.0
permis	3.0
permission	1.0
pernelle	2.0
perroquet	1.0
perruque	2.0
personnage	4.0
personnages	1.0
personnalit	1.0
personne	52.0
personnelle	1.0
personnellement	1.0
personnelles	1.0
personnes	3.0
perspective	3.0
persuad	2.0
persuade	1.0
perte	2.0
pertinente	1.0
pesant	1.0
peser	2.0
pestilentielle	3.0
petit	67.0
petite	43.0
petites	9.0
petits	22.0
petrificus	1.0
peu	128.0
peur	35.0
peut	34.0
peuton	1.0
peuttre	54.0
peuvent	2.0
peuventils	1.0
peux	25.0
phalange	1.0
phare	1.0
phares	1.0
philo	1.0
philosophale	13.0
philosophales	1.0
phnix	5.0
phnomne	1.0
phosphorescent	1.0
photo	4.0
photos	7.0
phrase	2.0
phyllida	1.0
physique	3.0
pianota	1.0
pice	34.0
pices	23.0
pied	11.0
pieds	24.0
pierre	75.0
pierrela	1.0
pierres	2.0
piers	15.0
pige	5.0
pile	7.0
piles	1.0
pilot	1.0
pilotait	1.0
pina	1.0
pinards	1.0
pinc	3.0
pince	3.0
pines	2.0
pingl	2.0
pingle	1.0
pinon	1.0
pion	2.0
pipe	2.0
piqu	6.0
piquant	1.0
piquer	1.0
pire	11.0
pis	2.0
pisode	1.0
piste	1.0
piteux	2.0
piti	3.0
pivota	6.0
pivoter	2.0
plaa	1.0
plac	1.0
placard	24.0
place	41.0
placer	1.0
placs	1.0
plafond	19.0
plaignait	1.0
plaigne	1.0
plaignit	1.0
plaindre	2.0
plains	1.0
plaira	1.0
plairait	1.0
plaisantais	1.0
plaisante	1.0
plaisanterie	3.0
plaisantes	1.0
plaisir	5.0
plan	5.0
planche	2.0
plancher	2.0
planches	3.0
plans	1.0
planta	1.0
plante	12.0
planter	1.0
plantes	8.0
plants	1.0
plantureux	1.0
plaqua	1.0
plaquant	1.0
plaque	5.0
plaquer	2.0
plaques	2.0
plastique	4.0
plat	18.0
plate	1.0
plateaux	1.0
plats	4.0
plausible	1.0
ple	17.0
plein	16.0
pleine	14.0
pleines	5.0
pleins	3.0
ples	5.0
pleurait	4.0
pleurant	1.0
pleure	1.0
pleurer	5.0
pleurnichait	3.0
pleurnichards	1.0
pleurs	1.0
plfigure	1.0
pli	2.0
pliable	1.0
pliables	1.0
pliant	1.0
plie	1.0
plir	2.0
plis	1.0
plomb	3.0
plong	4.0
plonge	3.0
plongea	4.0
plongeaient	3.0
plongeant	2.0
plongeon	1.0
plonger	2.0
plongs	1.0
plu	1.0
pluie	5.0
pluies	3.0
plumage	1.0
plume	10.0
plumeau	1.0
plumes	11.0
plupart	4.0
plus	439.0
plusieurs	10.0
plutt	20.0
pnible	1.0
pniblement	2.0
pnombre	6.0
pntrant	1.0
pntrer	3.0
pntrrent	4.0
poche	26.0
poches	8.0
pocheson	1.0
pochettessurprises	1.0
pochettesurprise	1.0
poids	5.0
poigne	7.0
poignes	1.0
poignet	8.0
poignets	1.0
poil	3.0
poils	2.0
poing	5.0
poings	3.0
point	23.0
pointa	6.0
pointaient	1.0
pointe	4.0
pointes	2.0
pointrent	1.0
points	44.0
pointsexactement	1.0
pointu	4.0
pointue	1.0
pointues	2.0
pointus	1.0
pois	4.0
poison	2.0
poisons	3.0
poitrine	9.0
poivre	1.0
polaire	2.0
pole	2.0
poli	3.0
poliment	1.0
polis	1.0
polkiss	2.0
pomfresh	15.0
pommes	4.0
pompeux	1.0
pompom	1.0
pompons	2.0
ponctue	1.0
pont	1.0
populaire	1.0
poque	1.0
porc	5.0
porcpic	1.0
porpington	1.0
porridge	1.0
port	1.0
porta	2.0
portaient	3.0
portail	2.0
portait	13.0
portant	3.0
porte	120.0
porteparole	1.0
porter	8.0
portes	8.0
portillon	2.0
portire	1.0
portrait	9.0
portraits	1.0
portugais	1.0
portugal	1.0
pos	8.0
posa	4.0
posait	3.0
posant	1.0
pose	12.0
posemoi	1.0
poser	15.0
poses	3.0
posez	1.0
position	4.0
possdaient	2.0
possdait	3.0
possder	1.0
possession	1.0
possible	18.0
possibles	3.0
postale	3.0
poste	7.0
poster	3.0
postes	1.0
postrieur	1.0
poteaux	2.0
poteauxl	1.0
potele	1.0
potins	1.0
potion	7.0
potions	16.0
potter	116.0
pou	2.0
poubelle	2.0
poubelles	3.0
pouce	1.0
poudlard	84.0
poudlardcole	1.0
poudre	2.0
poudres	1.0
pouffer	1.0
pouffrent	1.0
poufsouffle	23.0
poulet	3.0
poumons	2.0
poupe	1.0
pour	585.0
pourpre	3.0
pourquoi	42.0
pourra	6.0
pourrai	5.0
pourraient	2.0
pourraientils	2.0
pourrais	6.0
pourrait	22.0
pourraitil	1.0
pourras	2.0
pourrez	2.0
pourriez	5.0
pourriezvous	1.0
pourrions	1.0
pourris	1.0
pourrons	1.0
pourront	1.0
poursuit	1.0
poursuite	3.0
poursuivant	1.0
poursuiveur	4.0
poursuiveurs	7.0
poursuiveuse	1.0
poursuivi	2.0
poursuivirent	1.0
poursuivit	9.0
poursuivitil	1.0
poursuivre	2.0
pourtant	15.0
pourvue	1.0
pourvus	1.0
pous	1.0
pouse	2.0
pouss	3.0
poussa	30.0
poussaient	2.0
poussait	2.0
poussant	4.0
pousser	6.0
pousses	1.0
poussetoi	2.0
poussette	1.0
poussezvous	2.0
poussire	1.0
poussireuse	1.0
poussrent	3.0
pouvaient	9.0
pouvais	5.0
pouvait	56.0
pouvantable	3.0
pouvez	10.0
pouvezvous	1.0
pouvoir	19.0
pouvoirs	7.0
pouvons	1.0
pptunia	1.0
pques	1.0
pratique	1.0
pratiquement	2.0
pratiquer	1.0
prcaution	8.0
prcautions	1.0
prcdait	1.0
prcdente	2.0
prcieuses	1.0
prcieux	2.0
prcipit	1.0
prcipita	11.0
prcipitait	2.0
prcipitamment	6.0
prcipitant	2.0
prcipite	2.0
prcipiter	5.0
prcipitrent	8.0
prcipits	2.0
prcis	4.0
prcisa	3.0
prcisment	4.0
pre	43.0
premier	24.0
premiers	6.0
premire	64.0
premires	1.0
prenaient	1.0
prenait	12.0
prenant	7.0
prend	4.0
prendra	1.0
prendrait	1.0
prendre	62.0
prends	10.0
prendsla	1.0
prenez	1.0
prenezla	1.0
preniez	2.0
prennes	1.0
presque	38.0
pressaient	1.0
pressait	3.0
pression	1.0
pressrent	1.0
presss	1.0
prestige	1.0
prestigieuses	1.0
preuve	4.0
preuves	2.0
prewett	1.0
prfet	13.0
prfets	6.0
prfr	7.0
prfra	2.0
prfrable	1.0
prfre	7.0
prfrerais	1.0
prfrez	1.0
prfrs	2.0
priant	1.0
prilleux	1.0
prince	1.0
principale	1.0
priode	2.0
prirent	5.0
pris	36.0
prise	2.0
prises	1.0
prisonnier	3.0
prit	30.0
priv	2.0
prive	1.0
priver	1.0
privet	14.0
prix	6.0
prleve	1.0
prnomm	2.0
prnomme	1.0
probablement	4.0
problme	3.0
problmes	3.0
proccup	2.0
proccupation	1.0
proccups	1.0
prochain	7.0
prochaine	8.0
proche	2.0
proches	1.0
procurer	1.0
produire	4.0
produisent	1.0
produisit	3.0
produit	6.0
produites	1.0
prof	2.0
professeur	188.0
professeurla	1.0
professeurs	16.0
profit	1.0
profiter	3.0
profiteront	1.0
profond	3.0
profonde	1.0
profondes	1.0
profondeur	1.0
profondeurs	4.0
profondment	11.0
profrer	1.0
profs	4.0
programme	4.0
programmes	1.0
progrs	2.0
proie	2.0
proies	1.0
projectiles	1.0
projet	3.0
projeta	2.0
projetaient	1.0
projetant	3.0
promenade	1.0
promenaient	1.0
promenait	1.0
promener	13.0
promeniez	1.0
promesse	3.0
promets	1.0
promettaient	1.0
promettait	1.0
promis	1.0
promit	1.0
promne	3.0
promnent	3.0
pronona	3.0
prononc	1.0
prononce	1.0
prononcer	9.0
prononces	1.0
prononcez	1.0
prononciation	1.0
propos	3.0
proposa	4.0
proposatil	1.0
proposer	1.0
propre	17.0
propret	1.0
proprets	1.0
proprit	1.0
propritaire	2.0
proprits	2.0
protecteurs	1.0
protection	4.0
protesta	5.0
protester	2.0
protge	4.0
protgea	1.0
protgeait	1.0
protgeant	1.0
protger	10.0
prouva	3.0
prouvait	8.0
prouvant	1.0
prouve	1.0
prouver	3.0
provenaient	1.0
provenait	2.0
provenance	1.0
provenir	1.0
proverbiale	1.0
provisions	3.0
provoqu	2.0
provoque	1.0
proximit	3.0
prpar	2.0
prpara	1.0
prparaient	1.0
prparation	1.0
prparer	5.0
prparez	1.0
prs	38.0
prsage	1.0
prsence	10.0
prsent	39.0
prsentateur	2.0
prsente	5.0
prsenter	2.0
prsents	2.0
prsident	2.0
prt	15.0
prta	1.0
prte	2.0
prtenditil	1.0
prtendre	1.0
prtendu	2.0
prtention	1.0
prter	7.0
prtes	2.0
prtexte	3.0
prtextes	1.0
prtporter	1.0
prts	2.0
prudemment	3.0
prudence	2.0
prudent	3.0
prudents	1.0
pruneau	1.0
prvenaient	1.0
prvenir	6.0
prvenu	4.0
prvenus	3.0
prviens	9.0
prvintelle	1.0
prvisions	1.0
prvoir	1.0
prvoit	1.0
prvu	4.0
prvues	1.0
pt	1.0
ptarade	1.0
ptard	1.0
ptards	3.0
ptolme	1.0
ptrifi	3.0
ptrifis	1.0
ptunia	56.0
pu	55.0
pub	3.0
public	1.0
pucey	3.0
pudding	2.0
puis	97.0
puisje	1.0
puisque	4.0
puissance	3.0
puissant	2.0
puissante	3.0
puissantes	1.0
puissants	1.0
puisse	9.0
puissent	4.0
puisses	1.0
pull	9.0
pullover	3.0
pulvriser	1.0
punchingball	1.0
puni	3.0
punir	1.0
punis	1.0
punition	6.0
punitions	1.0
pupitres	1.0
pur	2.0
put	5.0
pyjama	1.0
pythons	1.0
qu	21.0
qua	2.0
quaccrotre	1.0
quadrian	1.0
quai	10.0
quainsi	1.0
quais	2.0
qualificatif	1.0
qualifier	1.0
qualit	1.0
qualits	2.0
quallaitil	1.0
quallonsnous	1.0
quand	101.0
quant	11.0
quantit	1.0
quantits	1.0
quaprs	1.0
quarantaine	1.0
quarantedeux	1.0
quarriveraitil	2.0
quart	1.0
quartier	3.0
quasi	1.0
quasiment	1.0
quasisanstte	5.0
quatre	40.0
quatrime	3.0
quau	2.0
quaucun	2.0
quaucune	1.0
quaudehors	1.0
quauparavant	1.0
quaura	1.0
quavait	5.0
quavaitil	1.0
quavant	1.0
quavonsnous	1.0
que	1063.0
quel	13.0
quelconque	2.0
quelle	76.0
quelles	6.0
queloue	1.0
quelque	134.0
quelques	67.0
quelquesunes	2.0
quelquesuns	3.0
quelquun	58.0
quen	2.0
quenfin	1.0
quentin	1.0
quest	3.0
questce	77.0
questil	2.0
question	20.0
questions	20.0
queue	10.0
queuedepie	1.0
queux	2.0
quhedwige	2.0
quhermione	5.0
qui	781.0
quiconque	10.0
quidditch	44.0
quidditchet	1.0
quil	405.0
quilibr	2.0
quilibre	1.0
quils	122.0
quindsirable	1.0
quinzaine	1.0
quinze	4.0
quipe	15.0
quipements	1.0
quipes	4.0
quips	2.0
quirrell	99.0
quitt	2.0
quitta	11.0
quittant	1.0
quitte	1.0
quitter	8.0
quitterait	1.0
quittes	1.0
quittrent	3.0
qumoi	1.0
quoi	62.0
quon	102.0
qutait	2.0
quun	34.0
quune	19.0
r	1.0
racaille	1.0
raccompagna	1.0
raccourci	1.0
racine	1.0
racines	2.0
racler	1.0
racont	4.0
raconta	10.0
racontait	3.0
racontant	1.0
raconte	1.0
racontelui	1.0
raconter	6.0
racontes	1.0
racontrent	1.0
raction	2.0
radiocommand	2.0
radis	1.0
rafale	1.0
raffut	1.0
rafistol	1.0
rafistoler	1.0
rafistoles	1.0
rage	3.0
ragissent	1.0
raide	5.0
raideur	1.0
rail	1.0
raison	24.0
raisonnable	2.0
raisonnent	1.0
raisonner	1.0
raisons	6.0
ralenti	1.0
ralentir	1.0
ralentit	1.0
ralise	1.0
raliser	1.0
ralit	5.0
rallis	1.0
ramassa	5.0
ramasser	2.0
ramena	2.0
ramenait	1.0
ramener	4.0
ramer	1.0
rames	1.0
ramne	1.0
rampa	1.0
rampaient	1.0
rampait	1.0
rang	4.0
range	6.0
rangea	2.0
rangeant	2.0
ranger	2.0
ranges	1.0
ranim	1.0
rapaces	3.0
rapeltout	6.0
rapetissait	1.0
rapic	1.0
rapide	8.0
rapidement	7.0
rapides	1.0
rapidit	2.0
rapparatre	1.0
rapparut	1.0
rappel	1.0
rappela	4.0
rappelait	4.0
rappeler	7.0
rappelezvous	1.0
rappelle	2.0
rappelles	1.0
rappelletoi	1.0
rappliquer	1.0
rapport	1.0
rapporte	1.0
rapporter	2.0
rapporterait	1.0
rapporterez	1.0
rapprochait	3.0
rare	4.0
rarement	1.0
rares	3.0
rassasi	1.0
rassembla	1.0
rassemblait	1.0
rassemble	1.0
rassembls	5.0
rasseyant	1.0
rassis	1.0
rassit	3.0
rassur	1.0
rassurant	1.0
rassurer	1.0
rassurezvous	1.0
rat	9.0
rata	1.0
ratait	1.0
rats	4.0
rattache	1.0
rattrapa	2.0
rattrapait	1.0
rattraper	6.0
rattraps	1.0
rauque	3.0
ravi	8.0
ravie	1.0
ravin	1.0
ravis	5.0
ravisa	2.0
ravissants	1.0
ravissement	1.0
rayon	4.0
rayonnait	2.0
rayonnant	3.0
rayonner	1.0
rayons	1.0
rcemment	3.0
rcents	3.0
rception	1.0
rchauffaient	1.0
rchauffait	1.0
rcit	5.0
rcita	1.0
rciter	1.0
rclama	1.0
rclamer	1.0
rcolt	1.0
rcolter	1.0
rcompense	1.0
rconfortante	1.0
rcration	2.0
rcrations	1.0
rcupra	1.0
rcupre	1.0
rcuprer	4.0
rde	1.0
rder	1.0
rduire	2.0
rduisit	1.0
rduit	1.0
rebondi	1.0
rebondissant	1.0
rebord	2.0
receler	1.0
recevais	1.0
recevant	1.0
recevoir	4.0
recherche	5.0
rechercher	2.0
recherches	5.0
recommena	1.0
recommence	2.0
recommencer	2.0
recommencez	2.0
recommencrent	1.0
reconnais	1.0
reconnaissaient	1.0
reconnaissait	2.0
reconnaissance	1.0
reconnaissant	2.0
reconnaissez	1.0
reconnatre	3.0
reconnu	1.0
reconnut	8.0
record	2.0
recouvert	1.0
recouverts	3.0
recouvraient	1.0
recouvrait	1.0
recrer	1.0
recroquevillait	1.0
recroquevillrent	1.0
recroquevills	1.0
rectifia	1.0
recula	3.0
reculait	1.0
recule	1.0
reculez	1.0
reculons	1.0
reculrent	1.0
redescendirent	1.0
redescendit	1.0
redescendre	1.0
redescends	2.0
redescendu	1.0
redeviendrait	1.0
redonn	2.0
redonna	1.0
redonne	1.0
redoutable	1.0
redoutables	1.0
redoutaient	1.0
redoutait	2.0
redouter	1.0
redressa	6.0
redressant	1.0
redresser	1.0
refaire	1.0
referm	1.0
referma	2.0
refermer	4.0
refermrent	1.0
reflet	15.0
reflets	4.0
reflter	1.0
refluaient	1.0
refroidi	1.0
refus	3.0
refusa	6.0
refusaient	5.0
refusait	3.0
refuse	3.0
refuser	3.0
refuses	1.0
refusrent	1.0
regagner	1.0
regagnrent	1.0
regard	56.0
regarda	40.0
regardaient	5.0
regardais	1.0
regardait	19.0
regardant	20.0
regarde	25.0
regardemoi	1.0
regardent	1.0
regarder	26.0
regardes	1.0
regardez	15.0
regardezvous	1.0
regardrent	9.0
regards	11.0
registres	1.0
regret	2.0
regretta	1.0
regrettable	1.0
regrettait	1.0
regrette	1.0
reine	4.0
rejoignaient	1.0
rejoignant	1.0
rejoignirent	3.0
rejoindre	5.0
rejoindrez	1.0
rejoins	1.0
rejoint	3.0
rel	1.0
relchera	1.0
relchezle	1.0
relev	2.0
releva	14.0
relevant	2.0
relever	3.0
relgu	1.0
relire	1.0
relis	1.0
reliure	1.0
relut	2.0
remarqu	8.0
remarqua	20.0
remarquable	2.0
remarquablement	1.0
remarquatil	1.0
remarque	4.0
remarquer	13.0
remarquez	2.0
remerciant	1.0
remercie	1.0
remercier	1.0
remets	1.0
remettant	1.0
remettraient	1.0
remettre	1.0
remettrez	1.0
remit	9.0
remonta	5.0
remontaient	1.0
remontant	2.0
remonter	3.0
remontrent	1.0
remplaant	1.0
remplaants	1.0
remplac	1.0
remplacer	1.0
rempli	6.0
remplie	4.0
remplies	3.0
remplir	2.0
remplirent	1.0
remplis	3.0
remplissait	1.0
remplit	1.0
remport	1.0
remporte	1.0
remporter	1.0
